name,site,phone,full_address,city,postal_code,state,latitude,longitude,photo,working_hours,business_status,description,location_link
Dogtopia of San Antonio - Stone Oak,https://www.dogtopia.com/sanantonio-stoneoak/,+1 210-866-8030,"2106 E Sonterra Blvd Suite 103, San Antonio, TX 78259",San Antonio,78259,Texas,29.6083306,-98.4593414,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npcFZBJSNv0UcSF2NrOFHT8jxZPDZ89xIW_lLLi3xAHOjN4djuo4uKKgRWENxJlAx8NHPEt3zN3Xk2QB6xWTFDi7Eb8tukqpX0qdW8qDTkq7_X0xpeKaBNqv7_x9DL11q7eyTdW=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""10AM-5PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Dogtopia+of+San+Antonio+-+Stone+Oak/@29.6083306,-98.4593414,14z/data=!4m8!1m2!2m1!1sDogtopia+of+San+Antonio+-+Stone+Oak!3m4!1s0x865c8b21d95b59bb:0x879ffd77d7eba0f4!8m2!3d29.6083306!4d-98.4593414"
Coyote Dog Park,https://www.bexar.org/3675/Coyote-Park-at-La-Cantera,,"5815 N Loop 1604 W, San Antonio, TX 78257",San Antonio,78257,Texas,29.5916805,-98.6025525,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npAGtR5ei2beiithP4JKka7yajQV-lRBKErGA6IkfW3bNpHDqzJBUtI2sngYGw02_0-26mp4-4u4CRB2nBYOL5WF05G0epNVcFEhy2NQQMFae6CoXO5g0XDrzHgM__cqzSe3M5J=w800-h500-k-no,"{""Sunday"": ""8AM-7:30PM"", ""Monday"": ""8AM-7:30PM"", ""Tuesday"": ""8AM-7:30PM"", ""Wednesday"": ""8AM-7:30PM"", ""Thursday"": ""8AM-7:30PM"", ""Friday"": ""8AM-7:30PM"", ""Saturday"": ""8AM-7:30PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Coyote+Dog+Park/@29.5916805,-98.6025525,14z/data=!4m8!1m2!2m1!1sCoyote+Dog+Park!3m4!1s0x865c677676f3da39:0x5827de819f29030!8m2!3d29.5916805!4d-98.6025525"
Lady Bird Johnson Dog Park,,,"San Antonio, TX 78217",San Antonio,78217,Texas,29.5324414,-98.4274193,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nokVutsIFLCKMmNOuXjqGORCSn9W6W1sB99XFE4BD7N5wiAM61ugTbLpM7dbsBX-fgRNYXEI70x_9sLEpSVULGA26h8fau5Aaif6j7Wbdd5XP6_d0pku8W-TF98BfzNo9O4Ohbzgg=w800-h500-k-no,"{""Sunday"": ""6AM-9:30PM"", ""Monday"": ""6AM-9:30PM"", ""Tuesday"": ""6AM-9:30PM"", ""Wednesday"": ""6AM-9:30PM"", ""Thursday"": ""6AM-9:30PM"", ""Friday"": ""6AM-9:30PM"", ""Saturday"": ""6AM-9:30PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Lady+Bird+Johnson+Dog+Park/@29.5324414,-98.4274193,14z/data=!4m8!1m2!2m1!1sLady+Bird+Johnson+Dog+Park!3m4!1s0x865c8b306fee63e5:0xec3e6975144be445!8m2!3d29.5324414!4d-98.4274193"
"Monterrey Village Wildlife Trail, Playground, and Dog Park",,,"12914 Fairacres Way, San Antonio, TX 78233",San Antonio,78233,Texas,29.558299,-98.3551662,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noXnJEeO0_M_PeN6uHGUjbV1NnGCNPpt0jjlAvvKM_YsERBJMK5GLypT0dyEriAW-s3cjQcRZEDOAa8XU7PPfRx6BNiiqUq_o1wr-tK8U0b4Giw3ZcjsMFR5VdiXYY3CHl8DYHZ4Q=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Monterrey+Village+Wildlife+Trail%2C+Playground%2C+and+Dog+Park/@29.558298999999998,-98.3551662,14z/data=!4m8!1m2!2m1!1sMonterrey+Village+Wildlife+Trail%2C+Playground%2C+and+Dog+Park!3m4!1s0x865c8d45a63779c9:0x3fe301df013a463e!8m2!3d29.558298999999998!4d-98.3551662"
Aina Blake Dog Park,http://www.universalcitytexas.com/563/Parks-and-Recreation,+1 210-658-5364,"134 Athenian, Universal City, TX 78148",Universal City,78148,Texas,29.5611863,-98.32399,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrusgE9IWfMhKWIElpdwU3dQDkxOR1XBtQiZFCa4YIsbqGYt1-cUQKnLjdkLEbt7rsfab6_Vz0-hHVxx7OQMR-oklmSkud9-249E2fKqcb1b6gj9QL5NU3lMqvHXIfmx9h1Zi8=w800-h500-k-no,"{""Sunday"": ""6AM-11PM"", ""Monday"": ""6AM-11PM"", ""Tuesday"": ""6AM-11PM"", ""Wednesday"": ""6AM-11PM"", ""Thursday"": ""6AM-11PM"", ""Friday"": ""6AM-11PM"", ""Saturday"": ""6AM-11PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Aina+Blake+Dog+Park/@29.5611863,-98.32399,14z/data=!4m8!1m2!2m1!1sAina+Blake+Dog+Park!3m4!1s0x865c8d6e1653410f:0xbeaa81285c7915f9!8m2!3d29.5611863!4d-98.32399"
Fort Sam Dog Park,,,"2349 Officers Lp, Fort Sam Houston, TX 78234",Fort Sam Houston,78234,Texas,29.454142,-98.4579478,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqC8-kjtHpjHAyUjCk4MdSrXPLZcSvQSRulGx7YIQu8_Xsdfl9pINkChCcjk2RsGi-vFp-XyhIQPc-WOEzC7k9Tu21yWG-jQwspPWgCn0YYwBoUWFxNKz64rddzdUFx6QSUslws1A=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Fort+Sam+Dog+Park/@29.454141999999997,-98.4579478,14z/data=!4m8!1m2!2m1!1sFort+Sam+Dog+Park!3m4!1s0x865cf57f96b490af:0x9a841bd0808a6ab2!8m2!3d29.454141999999997!4d-98.4579478"
Harris Heights Dog Park,,,"3751 Patch Rd, Fort Sam Houston, TX 78234",Fort Sam Houston,78234,Texas,29.4615423,-98.4453982,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noJbkDKcE3VAnJRW28G7kNVXUTUc1TVDV6i2fvmGQ5GZSw-vSokwgFAqqKA8FQWySgyRfkP3khL2FIZEoQtc2RPia0UmSKqMY1tqucQAX81Q8N54z0nrjnLwnGYy_b_EVzOmZU1=w800-h500-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Harris+Heights+Dog+Park/@29.461542299999998,-98.4453982,14z/data=!4m8!1m2!2m1!1sHarris+Heights+Dog+Park!3m4!1s0x865cf59680610d37:0xae529f257ba0a4c3!8m2!3d29.461542299999998!4d-98.4453982"
Woodlawn Lake Dog Park,https://www.sanantonio.gov/ParksAndRec/Parks-Facilities/All-Parks-Facilities/Parks-Facilities-Details/ArtMID/14820/ArticleID/2456/Park/262,+1 210-207-7275,"115 Alexander Ave, San Antonio, TX 78201",San Antonio,78201,Texas,29.4494022,-98.5282318,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrm5FM67hUm98y__VgXHnnZ1rHvdLN94uxSMK2G0unAriN6X2f7IdTsw6xHzjqUE-_dRltKt04qIMvjmPwluUZ_fagL0hQ4FaVJ5NPRxz_8uWlG1n1fo8HvK2MU1V-o0AerDc3k=w800-h500-k-no,"{""Sunday"": ""8AM-10PM"", ""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Woodlawn+Lake+Dog+Park/@29.449402199999998,-98.5282318,14z/data=!4m8!1m2!2m1!1sWoodlawn+Lake+Dog+Park!3m4!1s0x865c5f1e29cb99b5:0xb675ab677178d771!8m2!3d29.449402199999998!4d-98.5282318"
Tom Slick Park,http://www.sanantonio.gov/ParksAndRec/Parks-Facilities/All-Parks-Facilities/Parks-Facilities-Details/ArtMID/14820/ArticleID/2493/Slick-Park,+1 210-207-7275,"7400 Texas 151 Access Rd, San Antonio, TX 78227",San Antonio,78227,Texas,29.4304963,-98.6347818,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_vur8m-bf7s40DVl8pymUQIg1JdKMjdLJcD7aBEo6z-ZXEmKae_f6JREo9D09HXKN3iaFJOSzywfVI7WakTC2U3q70FNK5-aGJgkybbkswNR6FcH1O51wVLhewttrQqmPW4suZw=w800-h500-k-no,"{""Sunday"": ""5AM-11PM"", ""Monday"": ""5AM-11PM"", ""Tuesday"": ""5AM-11PM"", ""Wednesday"": ""5AM-11PM"", ""Thursday"": ""5AM-11PM"", ""Friday"": ""5AM-11PM"", ""Saturday"": ""5AM-11PM""}",OPERATIONAL,"Suburban park with a 1-acre dog area, pond & baseball, football & soccer fields & pavilion for hire.","https://www.google.com/maps/place/Tom+Slick+Park/@29.430496299999998,-98.6347818,14z/data=!4m8!1m2!2m1!1sTom+Slick+Park!3m4!1s0x865c5c96f2843711:0x37b40c6ccfb45c50!8m2!3d29.430496299999998!4d-98.6347818"
Pup Pup & Away,https://puppupandawaysa.com/,+1 210-899-1688,"3701 San Pedro Ave, San Antonio, TX 78212",San Antonio,78212,Texas,29.4695695,-98.4995279,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npnb7z_PNL-ciNAD9L31BNbFa2iDyppC1F7MFXPubaeZOrNbkVDGbywaxdFwpDVOF4X8Us_0ISYo39TfLKpUhzQ-TpYix4HjBJWZ9UCbj4uvbU8sycaf9QWQwve5a4oqKQTJRw=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""Closed""}",OPERATIONAL,,"https://www.google.com/maps/place/Pup+Pup+%26+Away/@29.4695695,-98.49952789999999,14z/data=!4m8!1m2!2m1!1sPup+Pup+%26+Away!3m4!1s0x865c5c5315380d93:0xd46119ed4aa23d40!8m2!3d29.4695695!4d-98.49952789999999"
Panther Springs Dog Park,http://www.sanantonio.gov/ParksAndRec/Parks-Facilities/All-Parks-Facilities/Parks-Facilities-Details/ArtMID/14820/ArticleID/2530/Panther-Springs-Park?Park=186,+1 210-207-8480,"22635 Wilderness Oak, San Antonio, TX 78260",San Antonio,78260,Texas,29.6527293,-98.5040255,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noPLbX3txK9JRi4NL9CufBoFABgwNsR4duHS-idlzDlenIwGLzrGGBCaLN2uLsTka2T-gy6jbSHEO_7SEQYGB0RyRE1Mu4h4F1W4d182qJ2JSTzU4E9oxPp9dDS08zaR2sFKqyo=w800-h500-k-no,"{""Sunday"": ""6AM-8PM"", ""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Panther+Springs+Dog+Park/@29.652729299999997,-98.5040255,14z/data=!4m8!1m2!2m1!1sPanther+Springs+Dog+Park!3m4!1s0x865c6260499a30ad:0x6449d4a7efed95cb!8m2!3d29.652729299999997!4d-98.5040255"
Phil Hardberger Park (East),https://www.sanantonio.gov/ParksAndRec/Parks-Facilities/All-Parks-Facilities/Parks-Facilities-Details/ArtMID/14820/ArticleID/2638/Phil-Hardberger-Park,+1 210-207-3781,"13203 Blanco Rd, San Antonio, TX 78216",San Antonio,78216,Texas,29.5612034,-98.5198315,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwX_8eXUikINMg7kV5dFHrNnlml2W-CABaotrMigKv_2PD-BZD1Y1deyWZZ0En5PqMi6Vbw50cndNOS8TkNUTCz33wqvu6iK2gN-zSMouy2tzZDWZ-P1vPZfCpkgEgZ8P6NNwW=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Phil+Hardberger+Park+%28East%29/@29.5612034,-98.5198315,14z/data=!4m8!1m2!2m1!1sPhil+Hardberger+Park+%28East%29!3m4!1s0x865c617f24d21135:0x8822fb7ff584ecdb!8m2!3d29.5612034!4d-98.5198315"
Pawderosa Ranch,https://pawderosaranch.com/,+1 210-404-9941,"923 Clydeville Rd, San Antonio, TX 78216",San Antonio,78216,Texas,29.5482416,-98.4799061,https://lh3.googleusercontent.com/p/AF1QipObO328ji38hnp86ab0_WQu3MUEcv_rVwawfhU=w800-h500-k-no,"{""Sunday"": ""11AM-5PM"", ""Monday"": ""6:30AM-7PM"", ""Tuesday"": ""6:30AM-7PM"", ""Wednesday"": ""6:30AM-7PM"", ""Thursday"": ""6:30AM-7PM"", ""Friday"": ""6:30AM-7PM"", ""Saturday"": ""8-11AM""}",OPERATIONAL,,"https://www.google.com/maps/place/Pawderosa+Ranch/@29.548241599999997,-98.4799061,14z/data=!4m8!1m2!2m1!1sPawderosa+Ranch!3m4!1s0x865c8a9c14a59c19:0x73e7b5adad48de40!8m2!3d29.548241599999997!4d-98.4799061"
Dogtopia of San Antonio - Alamo Ranch,https://www.dogtopia.com/sanantonio-alamoranch/,+1 210-858-6968,"11726 Alamo Ranch Pkwy Suite 200, San Antonio, TX 78253",San Antonio,78253,Texas,29.4852369,-98.7255357,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npz0VQ-x_LyJj6OgNIvJj7rxXq3kybfa3YMAuEtpQyNlXdvgG6HhBEhD2H51HBnxI4aTx8ArHHsEruIHgu-dsmAXJkOxpHnb9SmVz1Ns1XMKD0eHJGeFG5XfszTrvBVY46E_lHK=w800-h500-k-no,"{""Sunday"": ""10AM-5PM"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""10AM-5PM""}",OPERATIONAL,"Dogtopia is the leading destination for dog daycare, boarding and spa services. Our mission is to make sure your four-legged family members are kept safe and have a fun time when they are at our modern, open-play facility. We understand that your dog is a member of the family. You want to provide your dog with safe socialization so that they meet and play with like-minded friends, exercise to keep them healthy and extend their lives and education to help ensure they are well-behaved both at home and when you take them out in public. Dogtopia’s daycare is designed with these needs in mind. Your dog’s safety is our top priority; that’s why our team’s training is certified by two nationally recognized associations in canine behavior.","https://www.google.com/maps/place/Dogtopia+of+San+Antonio+-+Alamo+Ranch/@29.4852369,-98.7255357,14z/data=!4m8!1m2!2m1!1sDogtopia+of+San+Antonio+-+Alamo+Ranch!3m4!1s0x865c43f3caee2953:0x93d708414abc6368!8m2!3d29.4852369!4d-98.7255357"
Pet Paradise Stone Oak,https://www.petparadise.com/stone-oak.htm,+1 210-982-3445,"22811 US-281, San Antonio, TX 78258",San Antonio,78258,Texas,29.6537229,-98.4510589,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np0pHsVWEPut8q4piS_DGVUSRIMGKEd4-YhRbSZayn7vL7kaJjJp2MLuO0KKgd6ba1xx1NgdCreDPUZ9Xsbw3cVQ7nuZG3PEFqBTNWRrhAMJJCyKrR-via3uEtMb9w4DS6xcabB=w800-h500-k-no,"{""Sunday"": ""9AM-5PM"", ""Monday"": ""6:30AM-7PM"", ""Tuesday"": ""6:30AM-7PM"", ""Wednesday"": ""6:30AM-7PM"", ""Thursday"": ""6:30AM-7PM"", ""Friday"": ""6:30AM-7PM"", ""Saturday"": ""9AM-5PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Pet+Paradise+Stone+Oak/@29.653722899999998,-98.45105889999999,14z/data=!4m8!1m2!2m1!1sPet+Paradise+Stone+Oak!3m4!1s0x865c89aad99ca369:0x5d0a3a6b3ad2b046!8m2!3d29.653722899999998!4d-98.45105889999999"
Camp Bow Wow San Antonio Airport,https://www.campbowwow.com/san-antonio-airport/,+1 210-759-4435,"11931 Jones Maltsberger Rd, San Antonio, TX 78216",San Antonio,78216,Texas,29.550752,-98.4706235,https://lh3.googleusercontent.com/p/AF1QipO_43WVNx05CDWjRXp8uJTaWYanbuS8KFCGbzaN=w800-h500-k-no,"{""Sunday"": ""7AM-7PM"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Camp+Bow+Wow+San+Antonio+Airport/@29.550752,-98.4706235,14z/data=!4m8!1m2!2m1!1sCamp+Bow+Wow+San+Antonio+Airport!3m4!1s0x865c8a90535fb91b:0xb0ee68e43e4fae3!8m2!3d29.550752!4d-98.4706235"
"Coastal Bend at Seadrift, Motel & RV Park",https://live.ipms247.com/booking/book-rooms-coastalbendatseadriftmotelrvpark,+1 361-785-3322,"201 TX-185, Seadrift, TX 77983",Seadrift,77983,Texas,28.4171249,-96.7175988,https://lh3.googleusercontent.com/p/AF1QipP__ArKXx6Eiw19tX6vza-kavQC7DlL4Qjp_6Mn=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Coastal+Bend+at+Seadrift%2C+Motel+%26+RV+Park/@28.417124899999997,-96.71759879999999,14z/data=!4m8!1m2!2m1!1sCoastal+Bend+at+Seadrift%2C+Motel+%26+RV+Park!3m4!1s0x8669e0d28115d951:0x7994857dd7004ff9!8m2!3d28.417124899999997!4d-96.71759879999999"
Shiner Bark Pet Resort,http://www.shinerbark.com/,+1 361-594-3737,"2785 Hwy 90 Alt, Shiner, TX 77984",Shiner,77984,Texas,29.4444392,-97.1982114,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jU9vuzwB8x5wLMH7o3DXFw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=193.933&pitch=0&thumbfov=100,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-5:30PM"", ""Tuesday"": ""7:30AM-5:30PM"", ""Wednesday"": ""7:30AM-5:30PM"", ""Thursday"": ""7:30AM-5:30PM"", ""Friday"": ""7:30AM-5:30PM"", ""Saturday"": ""8AM-12PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Shiner+Bark+Pet+Resort/@29.444439199999998,-97.19821139999999,14z/data=!4m8!1m2!2m1!1sShiner+Bark+Pet+Resort!3m4!1s0x8643086f1d299541:0x4c17fd9840aa7f0c!8m2!3d29.444439199999998!4d-97.19821139999999"
Riverside Dog Park,https://www.victoriaadvocate.com/news/government/riverside-duck-pond-dog-park-slated-for-completion-this-year/article_7ef672f6-25b6-11ee-88cc-6f9c80584257.html,+1 361-485-3200,"201 Memorial Dr, Victoria, TX 77901",Victoria,77901,Texas,28.8075461,-97.0167308,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npo0hZYm_qt-0bPhUPlOu6ztCFnc2qNlj1iayiIULH-YdasY_TQxKBF5SMG7nqNBQxKeT9p9L15LCjZyOEuysmOTixiJjkFDZCs7fM81dvMoq7PW8q-TifAPVjHq2acy57OuYYT=w800-h500-k-no,"{""Sunday"": ""7AM-10PM"", ""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Riverside+Dog+Park/@28.8075461,-97.01673079999999,14z/data=!4m8!1m2!2m1!1sRiverside+Dog+Park!3m4!1s0x8642610052182e45:0xd2650608011a3f98!8m2!3d28.8075461!4d-97.01673079999999"
K9 Corral,https://www.k9corral.net/,+1 903-227-9061,"10963 US-82, Windom, TX 75492",Windom,75492,Texas,33.6097183,-96.0016632,https://lh3.googleusercontent.com/p/AF1QipN2EA9PT-3PXE_yiKA9kPW2nk1sWJy8OGtwNbFh=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM""}",OPERATIONAL,"Our indoor/outdoor facility was custom designed to provide your pet with the utmost care, security and fun! Our climate-controlled facility is equipped with indoor/outdoor runs designed to provide your pet with comfort and privacy. Our facility is surrounded by 16 play yards allowing your pet to have safe, enjoyable play time! At K9 Corral we offer daycare, boarding, obedience training and grooming! We have hand selected our staff of caring pet professionals to ensure an enjoyable stay for your four-legged family member.","https://www.google.com/maps/place/K9+Corral/@33.6097183,-96.0016632,14z/data=!4m8!1m2!2m1!1sK9+Corral!3m4!1s0x864b9e967deb3659:0xdb70eae797c90dce!8m2!3d33.6097183!4d-96.0016632"
Heart of Texas Dog Ranch,https://www.heartoftexasdogranch.com/,+1 830-355-8522,"2570 FM471 N, Castroville, TX 78009",Castroville,78009,Texas,29.4012099,-98.8884767,https://lh3.googleusercontent.com/p/AF1QipORCRUBNAlv-P5OBtsG_tnTbwWb3zPaMb_feeC0=w800-h500-k-no,"{""Sunday"": ""3-6PM"", ""Monday"": ""7-11AM,3-6PM"", ""Tuesday"": ""7-11AM,3-6PM"", ""Wednesday"": ""7-11AM,3-6PM"", ""Thursday"": ""7-11AM,3-6PM"", ""Friday"": ""7-11AM,3-6PM"", ""Saturday"": ""7-11AM,3-6PM""}",OPERATIONAL,"Formerly known as Boutique Boarding, Heart of Texas Dog Ranch offers dog boarding, daycare, pampering services & more! We are conveniently located off of FM 471 N (close to Cora's!). Contact us today to book a stay.","https://www.google.com/maps/place/Heart+of+Texas+Dog+Ranch/@29.401209899999998,-98.8884767,14z/data=!4m8!1m2!2m1!1sHeart+of+Texas+Dog+Ranch!3m4!1s0x865c3f49a7949eaf:0xb57f585c0ceccf50!8m2!3d29.401209899999998!4d-98.8884767"
Dog Park at Love's Travel Stops,https://www.loves.com/dogparks,+1 830-879-7101,"1963 I-35, Cotulla, TX 78014",Cotulla,78014,Texas,28.4160937,-99.2505828,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park+at+Love%27s+Travel+Stops/@28.416093699999998,-99.25058279999999,14z/data=!4m8!1m2!2m1!1sDog+Park+at+Love%27s+Travel+Stops!3m4!1s0x865e013015a2b61d:0x44d8b16963cd457b!8m2!3d28.416093699999998!4d-99.25058279999999"
Devine Doggies Grooming Salon,https://devinedoggiesgrooming.com/,+1 830-505-0181,"100 E Colonial Pkwy, Devine, TX 78016",Devine,78016,Texas,29.1514109,-98.8929773,https://lh3.googleusercontent.com/p/AF1QipPBWp9ZSVJYrlpSMwBHTe_MWmYxW2G4DcCCCa_I=w800-h500-k-no,"{""Sunday"": ""9:30AM-5PM"", ""Monday"": ""Closed"", ""Tuesday"": ""8:30AM-5PM"", ""Wednesday"": ""8:30AM-5PM"", ""Thursday"": ""8:30AM-5PM"", ""Friday"": ""8:30AM-5PM"", ""Saturday"": ""8:30AM-5PM""}",OPERATIONAL,"A Small-Town Salon with a Big Heart
We treat your pets like family! 🐾 Our all-inclusive grooming packages ensure your pup gets the love, care, and pampering they deserve, nothing less than the best for your best friend!","https://www.google.com/maps/place/Devine+Doggies+Grooming+Salon/@29.1514109,-98.8929773,14z/data=!4m8!1m2!2m1!1sDevine+Doggies+Grooming+Salon!3m4!1s0x865c3551b314eb71:0xd9c43eeb17a795d1!8m2!3d29.1514109!4d-98.8929773"
Dog Park,,,"214 Melodie Dr, West, TX 76691",West,76691,Texas,31.8012294,-97.1032499,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npR7ruEOGMrgpcWW8xSg5yPOVdK7JLL_6bDU9RSuuMXO-_IvNtg4WsDCmtcnhtV5pFxhMscVK7U_XsHGlYNoOGMeyZ4aogG6ad5GC2m5Kl2YEsW5e22cm-FEV3NvMO6yv79qNHksQ=w800-h500-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park/@31.801229399999997,-97.1032499,14z/data=!4m8!1m2!2m1!1sDog+Park!3m4!1s0x864fa004b04a1c6b:0x50daf6bc65f275e6!8m2!3d31.801229399999997!4d-97.1032499"
The Palms Pet Resort & Spa,https://www.thepalmspetresort.com/,+1 210-695-1166,"12410 Bandera Rd, Helotes, TX 78023",Helotes,78023,Texas,29.5595161,-98.6747995,https://lh3.googleusercontent.com/p/AF1QipPOZkUt0LHwk6y1-N8HYCHazNo0QLi5m2VyyLDy=w800-h500-k-no,"{""Sunday"": ""3-5PM"", ""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""8AM-3PM""}",OPERATIONAL,"Our goal at The Palms is to provide an environment that nurtures both the emotional and physical needs of our guests. We specifically designed our pet boarding facility with this goal in mind; from the 8 separate air conditioning systems with 100% fresh air returns, to the double fenced yards with 8 ft. perimeter fencing, from individual TV’s and webcams. Our cat boarding guests have a 240 gallon fresh water aquarium for interest and calming effect. Each suite area has separate outdoor play yards. All staff are PCSA certified pet care technicians to provide optimum safety and care. We strive to be the stress-free option for times when you have to be separated from your four-legged family member.","https://www.google.com/maps/place/The+Palms+Pet+Resort+%26+Spa/@29.5595161,-98.67479949999999,14z/data=!4m8!1m2!2m1!1sThe+Palms+Pet+Resort+%26+Spa!3m4!1s0x865c690ae556a6bf:0x3c11fd55685ff260!8m2!3d29.5595161!4d-98.67479949999999"
Flat Rock Park Dog Run,,,"125 Redemption Rd, Kerrville, TX 78028",Kerrville,78028,Texas,30.0125239,-99.1170153,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np0lTuqwzxqzzXVMd8q6ow6lE22cRQicfUKpX3qV9YRhNJyyLGZEUegpsbv-ILEjlRyvQ6UKwFUnz1OAygH4Mvfy9jeB-LCnkk1_7BMj_9xhfWJVQWjtinzK--i4CTM0-0ssjGj=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Flat+Rock+Park+Dog+Run/@30.012523899999998,-99.11701529999999,14z/data=!4m8!1m2!2m1!1sFlat+Rock+Park+Dog+Run!3m4!1s0x865bfdf70a06b763:0xf8a5ee8ea308a7a4!8m2!3d30.012523899999998!4d-99.11701529999999"
Dog Park,,,"125 Redemption Rd, Kerrville, TX 78028",Kerrville,78028,Texas,30.0052248,-99.1114996,,,OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park/@30.005224799999997,-99.1114996,14z/data=!4m8!1m2!2m1!1sDog+Park!3m4!1s0x865bfd00470ac591:0x9d5fd0db0c44d0dc!8m2!3d30.005224799999997!4d-99.1114996"
